"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"129";2017-11-27;50;"Wonderful experience";"Dining in the dark was a beautiful experience. It was a surprise menu & it kind of added to the mystery. After a long time i was actually trying to smell the aroma of the food i was eating. Service was great. 3 cheers to...More";"DiningInTheDarkKL"
"130";2017-11-26;50;"Don't be afraid of the Dark!";"I recently went to Dining in the Dark KL, it was an amazing experience on all aspects. I was initially was a bit worried to try this, as I am usually a very uncoordinated person and I thought I would struggle in the dark. It...More";"DiningInTheDarkKL"
"131";2017-11-26;50;"an experience";"one of most amazing eating experience ever. the whole set up is simply amazing. service is simply superb. amazing music, amazing food. brilliant.";"DiningInTheDarkKL"
"132";2017-11-20;50;"I want to eat in the dark forever!";"The most memorable, amazing eating experience I've ever had. The whole set up from start to finish was amazing and this was made possible by our fantastic waiter Yus. He was gentle, kind, considerate and a pleasure to meet. The food was lovely and the...More";"DiningInTheDarkKL"
"133";2017-11-19;50;"It's not the destination it's the journey";"Wow! Special thanks to Yusuf, our waiter, this was a truly memorable occasion. We were treated amazingly from the moment we entered. Would recommend this to anyone UNLESS you are a picky eater. This was a journey of discovery it was fantastic would recommend 100%";"DiningInTheDarkKL"
"134";2017-11-18;50;"An experience beyond my expectation";"Dining in the Dark! Saying it gives me goosebumps. Quite an experience for a claustrophobic person. I was so excited and ready for it. A giant built shoulders but visually impaired, yet he was gentle and kind- Yus was his name. We were blind folded...More";"DiningInTheDarkKL"
"135";2017-11-13;50;"Definitely an experience to remember";"The whole experience from start till end is memorable. The food served are very creative and because of the whole experience I learn to appreciate more things in life that I might have taken for granted. The menu changes every 3 months if I'm not...More";"DiningInTheDarkKL"
"136";2017-11-12;50;"SENSEational";"Dining in the dark was an extraordinary experience! Totally black. I found myself closing my eyes - I couldn't see anything anyway. My hearing became acute. I noticed that I could smell subtle fragrances. My taste buds were delighted by the many different dishes served...More";"DiningInTheDarkKL"
"137";2017-11-07;50;"Celebrated my husband's birthday";"My very first experience dining in the dark with my husband. We both find it is very interesting. We can't see each other, can't see what we eat, and can't see who was serving us. That was a great experience for both of us especially...More";"DiningInTheDarkKL"
"138";2017-11-07;50;"Good Experience";"The experience to dine in a totally pitch dark is really worth experiencing. The anticipation and the guessing. Not to forget the amazing blind waiter/waitress who serves us. The concept itself promotes more human interactions or conversation as no electronic device is allowed in, hence...More";"DiningInTheDarkKL"
"139";2017-11-07;50;"Unique Experience";"Went here for our anniversary. Food was exquisite and the staff was truly helpful. Perfect for those who are afraid of the dark like me. Managed to face my fear and to my surprise, it was not that bad. The staff help me face my...More";"DiningInTheDarkKL"
"140";2017-11-07;40;"Worthwhile experience";"Good ambience, different experience to be blind during meal which makes food to be appreciated using other senses Little pricey though, as menu is limited choice & not much versatile as Malaysian menu";"DiningInTheDarkKL"
"141";2017-11-07;30;"Good experience";"Just a one time thingi. Food was average. Most important the waiters were blind which made it very unique.";"DiningInTheDarkKL"
"142";2017-11-07;50;"Love this place!";"You have no idea at all on what are you eating but the taste is awesomely dancing in ur bud! Worthy!";"DiningInTheDarkKL"
"143";2017-11-07;40;"Definitely a worthy experience, challenging for the taste buds.";"Nice welcome from the staff with fun introduction sensory game. The staff, ambiance and were good. The food was varied and good too but could have been better and tastier. Still, a unique and worthy experience to enjoy with your other half or a good...More";"DiningInTheDarkKL"
"144";2017-11-05;50;"Wow!";"A must for visitors to KL. A fantastic experience - a real SENSEsation. This will be something you talk about for years to come.";"DiningInTheDarkKL"
"145";2017-10-30;50;"A unique experience not to be missed";"We thoroughly enjoyed our experience with Dining in the Dark. We had planned to do this for a while and booked a time on OffPeak. When I phoned to confirm our reservation, the gentleman on the phone was very helpful and made sure he got...More";"DiningInTheDarkKL"
"146";2017-10-30;50;"Amazing experience";"Staff and food are wonderful & the experience is amazing. The dining room is pitch black and the food was delicious, though you would never had of guessed what you ended up eating! A great experience.";"DiningInTheDarkKL"
"147";2017-10-29;10;"Worst food ever";"The experience was ok but when it comes to the food quality...it was like microwave food warmed up and after checking the menu we still think that some food wasn't really what they assure it was. if I go to a blind tasting experience were...More";"DiningInTheDarkKL"
"148";2017-10-29;20;"Taste isn't everything";"I have to say that a lot of things are good about this restaurant however if you are only going to focus on the food and the taste of the food - it really has to be exceptional and it wasn't. Far from it. Plus...More";"DiningInTheDarkKL"
"149";2017-10-20;50;"Interesting & Unique Dining Experience.....";"Just visited for dinner yesterday. First time experience such a unique place for dinner. It's in a complete dark room which cant see anything totally even our own hand. Food was great with a 15 different type of foods from appetizers to desserts. Totally worth...More";"DiningInTheDarkKL"
"150";2017-10-20;50;"One of the most unique Kuala Lumpur dining experiences";"I've got to give it to this crew - THEY HAVE SKILL. Having gone through this dining experience, even if a bit anxiety ridden at times, I've much more come to appreciate my eyesight. The overall experience was wonderful, from the food to the service....More";"DiningInTheDarkKL"
"151";2017-10-17;50;"Very Interesting place for double dates!!";"It was a very good experience for me to go with another couple - I doubt it can get any better going as a couple. Why? 1. There was a lot of fun conversations we had in the ""dark"" than there was in the open...More";"DiningInTheDarkKL"
